date,symbol,sentiment,sentiment high,sentiment low,news volume,news buzz
2016-10-13,MRK,2,5,-4,17,2
2016-10-12,MRK,-1,4,-5,12,1
2016-10-11,MRK,-2,2,-5,23,3
2016-10-10,MRK,-1,4,-5,55,10
2016-10-09,MRK,2,5,-3,11,2
2016-10-08,MRK,-2,3,-5,7,1
2016-10-07,MRK,-2,4,-5,6,0
2016-10-06,MRK,-1,4,-4,13,1
2016-10-05,MRK,1,5,-4,13,1
2016-10-04,MRK,3,5,-1,9,1
2016-10-03,MRK,-5,-4,-5,22,3
2016-10-02,MRK,1,1,1,1,0
2016-10-01,MRK,0,0,0,0,0
2016-09-30,MRK,-4,-2,-5,3,0
2016-09-29,MRK,-5,-5,-5,11,1
2016-09-28,MRK,3,5,1,24,3
2016-09-27,MRK,-1,3,-4,16,2
2016-09-26,MRK,1,2,-1,6,1
2016-09-25,MRK,2,2,2,1,0
2016-09-24,MRK,-5,-5,-5,1,0
2016-09-23,MRK,-3,1,-5,4,0
2016-09-22,MRK,4,5,2,7,1
2016-09-21,MRK,3,5,-1,9,1
2016-09-20,MRK,1,4,-3,25,3
2016-09-19,MRK,-1,3,-5,66,10
2016-09-18,MRK,2,5,-3,3,6
2016-09-17,MRK,-2,-2,-2,3,3
2016-09-16,MRK,-1,3,-4,8,4
2016-09-15,MRK,1,4,-3,17,10
2016-09-14,MRK,-1,3,-3,3,1
2016-09-13,MRK,1,5,-4,4,2
2016-09-12,MRK,2,4,1,19,10
2016-09-11,MRK,-1,3,-4,5,3
2016-09-10,MRK,0,0,0,0,0
2016-09-09,MRK,0,0,0,0,0
2016-09-08,MRK,0,0,0,0,0
2016-09-07,MRK,0,0,0,0,0
2016-09-06,MRK,0,0,0,0,0
2016-09-05,MRK,1,3,-3,6,6
2016-09-04,MRK,4,4,3,2,4
2016-09-03,MRK,0,0,0,0,0
2016-09-02,MRK,-1,4,-5,13,2
2016-09-01,MRK,-5,-5,-5,2,0
2016-08-31,MRK,-1,-1,-2,2,0
2016-08-30,MRK,2,5,-4,3,0
2016-08-29,MRK,1,4,-4,5,2
2016-08-28,MRK,-1,3,-4,2,1
2016-08-27,MRK,2,5,-2,4,1
2016-08-26,MRK,-2,2,-5,3,0
2016-08-25,MRK,-3,1,-5,9,1
2016-08-24,MRK,4,5,2,4,0
2016-08-23,MRK,-2,2,-4,5,0
2016-08-22,MRK,-3,1,-5,11,2
