,compound,neg,neu,pos,trading_date
430,0.9136,0.0,0.852,0.148,2016-09-15
431,0.4019,0.0,0.909,0.091,2016-09-17
432,-0.0772,0.039,0.961,0.0,2016-09-16
433,0.8225,0.048,0.876,0.075,2016-09-20
434,0.5859,0.0,0.939,0.061,2016-09-19
435,0.1779,0.0,0.892,0.108,2016-09-22
436,0.8807,0.0,0.859,0.141,2016-09-25
437,0.0,0.0,1.0,0.0,2016-10-01
438,0.7596,0.058,0.835,0.107,2016-10-05
439,0.886,0.031,0.783,0.185,2016-10-04
440,0.4767,0.0,0.957,0.043,2016-10-06
441,-0.6808,0.145,0.855,0.0,2016-10-07
442,0.9403,0.045,0.778,0.176,2016-10-13
443,0.2263,0.05,0.875,0.074,2016-10-14
444,0.8625,0.0,0.91,0.09,2016-10-22
445,0.6124,0.0,0.643,0.357,2016-10-25
446,0.1779,0.034,0.926,0.04,2016-10-28
447,0.1779,0.0,0.876,0.124,2016-11-02
448,0.0,0.0,1.0,0.0,2016-11-04
449,-0.0258,0.06,0.882,0.058,2016-11-06
450,0.5504,0.0,0.94,0.06,2016-11-11
451,0.296,0.0,0.855,0.145,2016-11-15
452,0.5423,0.0,0.824,0.176,2016-11-14
453,0.9062,0.0,0.686,0.314,2016-11-16
454,0.4215,0.0,0.868,0.132,2016-11-18
455,0.5267,0.0,0.845,0.155,2016-11-17
456,-0.0258,0.092,0.843,0.065,2016-11-23
457,0.1779,0.0,0.841,0.159,2016-11-22
458,-0.0258,0.092,0.843,0.065,2016-11-25
459,0.5267,0.0,0.918,0.082,2016-11-29
460,0.0,0.0,1.0,0.0,2016-12-06
461,-0.5423,0.114,0.855,0.031,2016-12-07
462,0.6908,0.054,0.758,0.188,2016-12-12
463,0.2023,0.0,0.887,0.113,2016-12-14
464,-0.5574,0.167,0.833,0.0,2016-12-21
465,0.2263,0.041,0.897,0.062,2016-12-24
466,0.954,0.0,0.743,0.257,2016-12-27
467,-0.3818,0.07,0.93,0.0,2016-12-30
468,0.4019,0.0,0.926,0.074,2017-01-04
469,0.3089,0.136,0.722,0.142,2017-01-06
470,0.0,0.0,1.0,0.0,2017-01-07
471,0.6597,0.0,0.782,0.218,2017-01-10
472,0.9796,0.0,0.839,0.161,2017-01-12
473,-0.6124,0.07,0.93,0.0,2017-01-13
